experiment,dgp,n,p,B,min_leaf,rep,method,mse,mse_true,chosen
anchor,dgp2,300,10,10,5,14,oracle depth,,0.06476838004026741,
anchor,dgp2,300,10,10,5,15,RF,0.7021659155180452,0.08535655145390121,
anchor,dgp2,300,10,10,5,15,tree,0.6840427972744143,0.06328211220925133,
anchor,dgp2,300,10,10,5,15,depth 1,0.6873310064585121,0.0647781453349862,
anchor,dgp2,300,10,10,5,15,depth 2,0.6900082732629895,0.06656202613794907,
anchor,dgp2,300,10,10,5,15,depth 3,0.6903753112204483,0.06729504111555235,
anchor,dgp2,300,10,10,5,15,selected,0.6840427972744143,0.06328211220925133,tree
anchor,dgp2,300,10,10,5,15,oracle depth,,0.06328211220925133,
anchor,dgp2,300,10,10,5,16,RF,0.8579269601678157,0.09873459484854169,
anchor,dgp2,300,10,10,5,16,tree,0.838697584782025,0.07997249125633704,
anchor,dgp2,300,10,10,5,16,depth 1,0.8431965661888376,0.08218503759927802,
anchor,dgp2,300,10,10,5,16,depth 2,0.8450333982286428,0.08338085451510187,
anchor,dgp2,300,10,10,5,16,depth 3,0.8423357212837271,0.0826844885981277,
anchor,dgp2,300,10,10,5,16,selected,0.838697584782025,0.07997249125633704,tree
anchor,dgp2,300,10,10,5,16,oracle depth,,0.07997249125633704,
anchor,dgp2,300,10,10,5,17,RF,0.7516995708735683,0.06951518698245338,
anchor,dgp2,300,10,10,5,17,tree,0.7470368509482042,0.057705933381452156,
anchor,dgp2,300,10,10,5,17,depth 1,0.7459643660372479,0.0570610899642523,
anchor,dgp2,300,10,10,5,17,depth 2,0.7448817556197814,0.05831219051457079,
anchor,dgp2,300,10,10,5,17,depth 3,0.7439436124128236,0.05778698572175026,
anchor,dgp2,300,10,10,5,17,selected,0.7470368509482042,0.057705933381452156,tree
anchor,dgp2,300,10,10,5,17,oracle depth,,0.0570610899642523,
anchor,dgp2,300,10,10,5,18,RF,0.7723975463621952,0.057956110219299715,
anchor,dgp2,300,10,10,5,18,tree,0.7684466761030486,0.05332473851964884,
anchor,dgp2,300,10,10,5,18,depth 1,0.7658028726196511,0.051175192967524465,
anchor,dgp2,300,10,10,5,18,depth 2,0.7651111827303579,0.04999693113765552,
anchor,dgp2,300,10,10,5,18,depth 3,0.7634732430875596,0.049639463650922346,
anchor,dgp2,300,10,10,5,18,selected,0.7684466761030486,0.05332473851964884,tree
anchor,dgp2,300,10,10,5,18,oracle depth,,0.049639463650922346,
anchor,dgp2,300,10,10,5,19,RF,0.740667583136039,0.07149802384552757,
anchor,dgp2,300,10,10,5,19,tree,0.726414571701968,0.05672972361036447,
anchor,dgp2,300,10,10,5,19,depth 1,0.7231764202596678,0.05389690626493956,
anchor,dgp2,300,10,10,5,19,depth 2,0.7235963175601016,0.05578428780733203,
anchor,dgp2,300,10,10,5,19,depth 3,0.7273558268790496,0.05860261873183889,
anchor,dgp2,300,10,10,5,19,selected,0.726414571701968,0.05672972361036447,tree
anchor,dgp2,300,10,10,5,19,oracle depth,,0.05389690626493956,
anchor,dgp2,300,10,500,5,0,RF,0.8142200038289823,0.04032299484376057,
anchor,dgp2,300,10,500,5,0,tree,0.8067548818859426,0.04035549284768345,
anchor,dgp2,300,10,500,5,0,depth 1,0.8068119988321775,0.03954392883374533,
anchor,dgp2,300,10,500,5,0,depth 2,0.807435617968747,0.039038666937589235,
anchor,dgp2,300,10,500,5,0,depth 3,0.8078150024395158,0.03843399207149792,
anchor,dgp2,300,10,500,5,0,selected,0.8067548818859426,0.04035549284768345,tree
anchor,dgp2,300,10,500,5,0,oracle depth,,0.03843399207149792,
anchor,dgp2,300,10,500,5,1,RF,0.7862467812918432,0.03825424153944618,
anchor,dgp2,300,10,500,5,1,tree,0.7853403355477028,0.03880824251447702,
anchor,dgp2,300,10,500,5,1,depth 1,0.7841329510071892,0.03679470931731163,
anchor,dgp2,300,10,500,5,1,depth 2,0.7838109902263897,0.03597405731459782,
anchor,dgp2,300,10,500,5,1,depth 3,0.7837940173892642,0.03588546711438606,
anchor,dgp2,300,10,500,5,1,selected,0.7837940173892642,0.03588546711438606,depth 3
anchor,dgp2,300,10,500,5,1,oracle depth,,0.03588546711438606,
anchor,dgp2,300,10,500,5,2,RF,0.7012276164134205,0.04252099667921511,
anchor,dgp2,300,10,500,5,2,tree,0.7057062532743853,0.045811076712921346,
anchor,dgp2,300,10,500,5,2,depth 1,0.7026742218469328,0.04345696791508666,
anchor,dgp2,300,10,500,5,2,depth 2,0.7011787854000935,0.042251529486653616,
anchor,dgp2,300,10,500,5,2,depth 3,0.7008226340176916,0.041775838793343546,
anchor,dgp2,300,10,500,5,2,selected,0.7026742218469328,0.04345696791508666,depth 1
anchor,dgp2,300,10,500,5,2,oracle depth,,0.041775838793343546,
anchor,dgp2,300,10,500,5,3,RF,0.6614956912433357,0.04713824667742167,
anchor,dgp2,300,10,500,5,3,tree,0.6600252142616991,0.043186215502611695,
anchor,dgp2,300,10,500,5,3,depth 1,0.6586481481038522,0.0420472822286441,
anchor,dgp2,300,10,500,5,3,depth 2,0.6582604044511284,0.04198148834189766,
anchor,dgp2,300,10,500,5,3,depth 3,0.6588576044742531,0.04281522311552285,
anchor,dgp2,300,10,500,5,3,selected,0.6586481481038522,0.0420472822286441,depth 1
anchor,dgp2,300,10,500,5,3,oracle depth,,0.04198148834189766,
anchor,dgp2,300,10,500,5,4,RF,0.705452839368076,0.046581086787175596,
anchor,dgp2,300,10,500,5,4,tree,0.7075655505969256,0.04485586118930275,
anchor,dgp2,300,10,500,5,4,depth 1,0.7052736108822815,0.04376586381622934,
anchor,dgp2,300,10,500,5,4,depth 2,0.7042798795945683,0.04377450800781361,
anchor,dgp2,300,10,500,5,4,depth 3,0.704289908073147,0.04426386557916221,
anchor,dgp2,300,10,500,5,4,selected,0.7052736108822815,0.04376586381622934,depth 1
anchor,dgp2,300,10,500,5,4,oracle depth,,0.04376586381622934,
anchor,dgp2,300,10,500,5,5,RF,0.777221868151817,0.039866332139354095,
anchor,dgp2,300,10,500,5,5,tree,0.7716075630493235,0.037171624418013874,
anchor,dgp2,300,10,500,5,5,depth 1,0.7705419714600232,0.03567464287615408,
anchor,dgp2,300,10,500,5,5,depth 2,0.7707176473242923,0.035429046299394716,
anchor,dgp2,300,10,500,5,5,depth 3,0.7711008419193897,0.03580510647809213,
anchor,dgp2,300,10,500,5,5,selected,0.7707176473242923,0.035429046299394716,depth 2
anchor,dgp2,300,10,500,5,5,oracle depth,,0.035429046299394716,
anchor,dgp2,300,10,500,5,6,RF,0.6808886094938316,0.037962812970752095,
anchor,dgp2,300,10,500,5,6,tree,0.6805441581011146,0.036915703967025225,
anchor,dgp2,300,10,500,5,6,depth 1,0.6790338619879941,0.03519402847469739,
anchor,dgp2,300,10,500,5,6,depth 2,0.6787470202560737,0.034788525826422376,
anchor,dgp2,300,10,500,5,6,depth 3,0.678865732268086,0.03498389189283065,
anchor,dgp2,300,10,500,5,6,selected,0.678865732268086,0.03498389189283065,depth 3
anchor,dgp2,300,10,500,5,6,oracle depth,,0.034788525826422376,
anchor,dgp2,300,10,500,5,7,RF,0.739309645573849,0.06015472113576481,
anchor,dgp2,300,10,500,5,7,tree,0.7281124912280138,0.051849267909688974,
anchor,dgp2,300,10,500,5,7,depth 1,0.7295187861792349,0.05239074409458366,
anchor,dgp2,300,10,500,5,7,depth 2,0.7309420392551853,0.05334364851699097,
anchor,dgp2,300,10,500,5,7,depth 3,0.7317984114506005,0.05383057273380796,
anchor,dgp2,300,10,500,5,7,selected,0.7317984114506005,0.05383057273380796,depth 3
anchor,dgp2,300,10,500,5,7,oracle depth,,0.051849267909688974,
anchor,dgp2,300,10,500,5,8,RF,0.7932580068049204,0.04819640449851918,
anchor,dgp2,300,10,500,5,8,tree,0.7943175387164927,0.04927935870151962,
anchor,dgp2,300,10,500,5,8,depth 1,0.792730943349989,0.04774184015989069,
anchor,dgp2,300,10,500,5,8,depth 2,0.7921839682560775,0.04721257914123103,
anchor,dgp2,300,10,500,5,8,depth 3,0.7917083053424228,0.04688148586875976,
anchor,dgp2,300,10,500,5,8,selected,0.792730943349989,0.04774184015989069,depth 1
anchor,dgp2,300,10,500,5,8,oracle depth,,0.04688148586875976,
anchor,dgp2,300,10,500,5,9,RF,0.6485777781367562,0.037267852223268304,
anchor,dgp2,300,10,500,5,9,tree,0.6531943129764145,0.039670409755725125,
anchor,dgp2,300,10,500,5,9,depth 1,0.6506814027224957,0.037856814897925105,
anchor,dgp2,300,10,500,5,9,depth 2,0.6489568621363262,0.03656377994282191,
anchor,dgp2,300,10,500,5,9,depth 3,0.648237726713478,0.03613830400954258,
anchor,dgp2,300,10,500,5,9,selected,0.6489568621363262,0.03656377994282191,depth 2
anchor,dgp2,300,10,500,5,9,oracle depth,,0.03613830400954258,
anchor,dgp2,300,10,500,5,10,RF,0.6893414892272884,0.03237858646195746,
anchor,dgp2,300,10,500,5,10,tree,0.6878554467376508,0.03256392495988516,
anchor,dgp2,300,10,500,5,10,depth 1,0.6862269927573155,0.03065271792050344,
anchor,dgp2,300,10,500,5,10,depth 2,0.6858047679282987,0.02984081030876421,
anchor,dgp2,300,10,500,5,10,depth 3,0.6861679177724537,0.029895117564554995,
anchor,dgp2,300,10,500,5,10,selected,0.6862269927573155,0.03065271792050344,depth 1
anchor,dgp2,300,10,500,5,10,oracle depth,,0.02984081030876421,
anchor,dgp2,300,10,500,5,11,RF,0.7574559442843883,0.05490559965859924,
anchor,dgp2,300,10,500,5,11,tree,0.7511282834576937,0.05017737721362736,
anchor,dgp2,300,10,500,5,11,depth 1,0.7508425937269575,0.049862485540126754,
anchor,dgp2,300,10,500,5,11,depth 2,0.7514032099352971,0.05030866097431328,
anchor,dgp2,300,10,500,5,11,depth 3,0.7518023925597991,0.05050573020487534,
anchor,dgp2,300,10,500,5,11,selected,0.7514032099352971,0.05030866097431328,depth 2
anchor,dgp2,300,10,500,5,11,oracle depth,,0.049862485540126754,
anchor,dgp2,300,10,500,5,12,RF,0.7367936878509075,0.05493801542159097,
anchor,dgp2,300,10,500,5,12,tree,0.7339221182552098,0.04953997530375481,
anchor,dgp2,300,10,500,5,12,depth 1,0.7332329804974244,0.04930970852199662,
anchor,dgp2,300,10,500,5,12,depth 2,0.7335096564714665,0.05002197177767643,
anchor,dgp2,300,10,500,5,12,depth 3,0.7343369349109028,0.050826244622984955,
anchor,dgp2,300,10,500,5,12,selected,0.7343369349109028,0.050826244622984955,depth 3
anchor,dgp2,300,10,500,5,12,oracle depth,,0.04930970852199662,
anchor,dgp2,300,10,500,5,13,RF,0.6688030768293632,0.036936384170196616,
anchor,dgp2,300,10,500,5,13,tree,0.6713405998984532,0.03551444925555678,
anchor,dgp2,300,10,500,5,13,depth 1,0.6692685200532955,0.03425587746079769,
anchor,dgp2,300,10,500,5,13,depth 2,0.6683795586637925,0.03396245867702756,
anchor,dgp2,300,10,500,5,13,depth 3,0.6677370406897527,0.03371746716483651,
anchor,dgp2,300,10,500,5,13,selected,0.6683795586637925,0.03396245867702756,depth 2
anchor,dgp2,300,10,500,5,13,oracle depth,,0.03371746716483651,
anchor,dgp2,300,10,500,5,14,RF,0.7580333765978982,0.032028583877479797,
anchor,dgp2,300,10,500,5,14,tree,0.7564061901989547,0.030604226609874406,
anchor,dgp2,300,10,500,5,14,depth 1,0.7551444071890641,0.029649030711388222,
anchor,dgp2,300,10,500,5,14,depth 2,0.7551682516226987,0.029583512873508203,
anchor,dgp2,300,10,500,5,14,depth 3,0.7550151874535316,0.029448681727423213,
anchor,dgp2,300,10,500,5,14,selected,0.7551682516226987,0.029583512873508203,depth 2
anchor,dgp2,300,10,500,5,14,oracle depth,,0.029448681727423213,
anchor,dgp2,300,10,500,5,15,RF,0.7642418408170341,0.052023240480789774,
anchor,dgp2,300,10,500,5,15,tree,0.7636008938690126,0.04900166033273168,
anchor,dgp2,300,10,500,5,15,depth 1,0.7632426206131658,0.04878931756741347,
anchor,dgp2,300,10,500,5,15,depth 2,0.7636532896310697,0.049726856028171465,
anchor,dgp2,300,10,500,5,15,depth 3,0.7627278674050781,0.049221543545141196,
anchor,dgp2,300,10,500,5,15,selected,0.7636008938690126,0.04900166033273168,tree
anchor,dgp2,300,10,500,5,15,oracle depth,,0.04878931756741347,
anchor,dgp2,300,10,500,5,16,RF,0.6783863881215686,0.053299516403073594,
anchor,dgp2,300,10,500,5,16,tree,0.6701624364512305,0.047845359066373494,
anchor,dgp2,300,10,500,5,16,depth 1,0.6708157746410071,0.04765367765795844,
anchor,dgp2,300,10,500,5,16,depth 2,0.6723831473792032,0.04832343334426101,
anchor,dgp2,300,10,500,5,16,depth 3,0.6732745744517722,0.0488234809342221,
anchor,dgp2,300,10,500,5,16,selected,0.6732745744517722,0.0488234809342221,depth 3
anchor,dgp2,300,10,500,5,16,oracle depth,,0.04765367765795844,
anchor,dgp2,300,10,500,5,17,RF,0.7563301680577246,0.04709667889990571,
anchor,dgp2,300,10,500,5,17,tree,0.7512158823942358,0.041860855812225435,
anchor,dgp2,300,10,500,5,17,depth 1,0.751292480685752,0.04158877126781477,
anchor,dgp2,300,10,500,5,17,depth 2,0.7515575871484252,0.04188349857505147,
anchor,dgp2,300,10,500,5,17,depth 3,0.7515429989724223,0.04202390054922884,
anchor,dgp2,300,10,500,5,17,selected,0.751292480685752,0.04158877126781477,depth 1
anchor,dgp2,300,10,500,5,17,oracle depth,,0.04158877126781477,
anchor,dgp2,300,10,500,5,18,RF,0.7214706779368516,0.03809399704263166,
anchor,dgp2,300,10,500,5,18,tree,0.7267675847644047,0.03928079299043661,
anchor,dgp2,300,10,500,5,18,depth 1,0.7231925050591341,0.03677139468252203,
anchor,dgp2,300,10,500,5,18,depth 2,0.7213835588044173,0.035605171687958195,
anchor,dgp2,300,10,500,5,18,depth 3,0.7209025499551414,0.03554771852754768,
anchor,dgp2,300,10,500,5,18,selected,0.7231925050591341,0.03677139468252203,depth 1
anchor,dgp2,300,10,500,5,18,oracle depth,,0.03554771852754768,
anchor,dgp2,300,10,500,5,19,RF,0.6656631094408418,0.049534696877597414,
anchor,dgp2,300,10,500,5,19,tree,0.6626787083195467,0.048439462017227604,
anchor,dgp2,300,10,500,5,19,depth 1,0.6605926738143676,0.04609932573750408,
anchor,dgp2,300,10,500,5,19,depth 2,0.6606638344557598,0.045781768198155465,
anchor,dgp2,300,10,500,5,19,depth 3,0.6615369011184358,0.04613031972476685,
anchor,dgp2,300,10,500,5,19,selected,0.6606638344557598,0.045781768198155465,depth 2
anchor,dgp2,300,10,500,5,19,oracle depth,,0.045781768198155465,
anchor,dgp2,1200,10,10,5,0,RF,0.7317885090369232,0.07180177378559997,
anchor,dgp2,1200,10,10,5,0,tree,0.7170558647227881,0.05391783174228997,
anchor,dgp2,1200,10,10,5,0,depth 1,0.7135094941650179,0.051070399116655806,
anchor,dgp2,1200,10,10,5,0,depth 2,0.7122817834726487,0.05093394400045349,
anchor,dgp2,1200,10,10,5,0,depth 3,0.7122657274138098,0.05122982317083711,
anchor,dgp2,1200,10,10,5,0,selected,0.7135094941650179,0.051070399116655806,depth 1
anchor,dgp2,1200,10,10,5,0,oracle depth,,0.05093394400045349,
anchor,dgp2,1200,10,10,5,1,RF,0.7012174230180886,0.05743154043835319,
anchor,dgp2,1200,10,10,5,1,tree,0.687358463174306,0.043618328054174926,
anchor,dgp2,1200,10,10,5,1,depth 1,0.6875619370558055,0.04295556708683577,
anchor,dgp2,1200,10,10,5,1,depth 2,0.6879382894684398,0.042439435671739856,
anchor,dgp2,1200,10,10,5,1,depth 3,0.6875326051649904,0.042299269813237964,
anchor,dgp2,1200,10,10,5,1,selected,0.6879382894684398,0.042439435671739856,depth 2
anchor,dgp2,1200,10,10,5,1,oracle depth,,0.042299269813237964,
anchor,dgp2,1200,10,10,5,2,RF,0.7602353733628456,0.06859985297441462,
anchor,dgp2,1200,10,10,5,2,tree,0.740873041018338,0.049916505904973214,
anchor,dgp2,1200,10,10,5,2,depth 1,0.7382269749507117,0.04826664521206971,
anchor,dgp2,1200,10,10,5,2,depth 2,0.7369839042994566,0.04803392852564632,
anchor,dgp2,1200,10,10,5,2,depth 3,0.7377111566278715,0.04840450479061735,
anchor,dgp2,1200,10,10,5,2,selected,0.7369839042994566,0.04803392852564632,depth 2
anchor,dgp2,1200,10,10,5,2,oracle depth,,0.04803392852564632,
anchor,dgp2,1200,10,10,5,3,RF,0.8063954185650944,0.08063406459852847,
anchor,dgp2,1200,10,10,5,3,tree,0.7805493596427499,0.058714141087580475,
anchor,dgp2,1200,10,10,5,3,depth 1,0.7800717914471206,0.058150285102095155,
anchor,dgp2,1200,10,10,5,3,depth 2,0.7796843772096609,0.05726872149345284,
anchor,dgp2,1200,10,10,5,3,depth 3,0.7792054221939182,0.0562216640444045,
anchor,dgp2,1200,10,10,5,3,selected,0.7805493596427499,0.058714141087580475,tree
anchor,dgp2,1200,10,10,5,3,oracle depth,,0.0562216640444045,
anchor,dgp2,1200,10,10,5,4,RF,0.7754385748936984,0.06960202409616514,
anchor,dgp2,1200,10,10,5,4,tree,0.753415582271036,0.05081409861164647,
anchor,dgp2,1200,10,10,5,4,depth 1,0.7526231413881163,0.04920109497137833,
anchor,dgp2,1200,10,10,5,4,depth 2,0.7518784226700591,0.047930058298744194,
anchor,dgp2,1200,10,10,5,4,depth 3,0.7529446527184269,0.04818374668928344,
anchor,dgp2,1200,10,10,5,4,selected,0.7526231413881163,0.04920109497137833,depth 1
anchor,dgp2,1200,10,10,5,4,oracle depth,,0.047930058298744194,
anchor,dgp2,1200,10,10,5,5,RF,0.8438590946771276,0.07461183343037944,
anchor,dgp2,1200,10,10,5,5,tree,0.8255845055712641,0.056835570576249106,
anchor,dgp2,1200,10,10,5,5,depth 1,0.822238807393887,0.05428461454237822,
anchor,dgp2,1200,10,10,5,5,depth 2,0.8231998337037693,0.054124382058404315,
anchor,dgp2,1200,10,10,5,5,depth 3,0.8227861702270866,0.054094776232407035,
anchor,dgp2,1200,10,10,5,5,selected,0.822238807393887,0.05428461454237822,depth 1
anchor,dgp2,1200,10,10,5,5,oracle depth,,0.054094776232407035,
anchor,dgp2,1200,10,10,5,6,RF,0.732248194914066,0.06904050764055224,
anchor,dgp2,1200,10,10,5,6,tree,0.7215677482012903,0.05779565862565776,
anchor,dgp2,1200,10,10,5,6,depth 1,0.7212000557296815,0.05744858443604445,
anchor,dgp2,1200,10,10,5,6,depth 2,0.7186038756499987,0.055421945595743885,
anchor,dgp2,1200,10,10,5,6,depth 3,0.7168893429429752,0.05446451752006821,
anchor,dgp2,1200,10,10,5,6,selected,0.7186038756499987,0.055421945595743885,depth 2
anchor,dgp2,1200,10,10,5,6,oracle depth,,0.05446451752006821,
anchor,dgp2,1200,10,10,5,7,RF,0.6621537852018389,0.07068526503096927,
anchor,dgp2,1200,10,10,5,7,tree,0.6559279607076118,0.055010908739201704,
anchor,dgp2,1200,10,10,5,7,depth 1,0.6530630706540166,0.05262787692564446,
anchor,dgp2,1200,10,10,5,7,depth 2,0.6542733814869476,0.05392654514803845,
anchor,dgp2,1200,10,10,5,7,depth 3,0.6533448957237193,0.05337449589335487,
anchor,dgp2,1200,10,10,5,7,selected,0.6559279607076118,0.055010908739201704,tree
anchor,dgp2,1200,10,10,5,7,oracle depth,,0.05262787692564446,
anchor,dgp2,1200,10,10,5,8,RF,0.7056723271230443,0.07512138002768153,
anchor,dgp2,1200,10,10,5,8,tree,0.6944812363979733,0.058583184833841964,
anchor,dgp2,1200,10,10,5,8,depth 1,0.6919853085676108,0.05602296456132389,
anchor,dgp2,1200,10,10,5,8,depth 2,0.6922123016717487,0.05574802025977312,
anchor,dgp2,1200,10,10,5,8,depth 3,0.6932356381340294,0.05719495655959116,
anchor,dgp2,1200,10,10,5,8,selected,0.6922123016717487,0.05574802025977312,depth 2
anchor,dgp2,1200,10,10,5,8,oracle depth,,0.05574802025977312,
anchor,dgp2,1200,10,10,5,9,RF,0.8120241486779035,0.06842794538690866,
anchor,dgp2,1200,10,10,5,9,tree,0.7940852733826662,0.05151620349821261,
anchor,dgp2,1200,10,10,5,9,depth 1,0.7909083810564295,0.04845781802510386,
anchor,dgp2,1200,10,10,5,9,depth 2,0.7901400200941223,0.04852004637400285,
anchor,dgp2,1200,10,10,5,9,depth 3,0.7900247536289706,0.048717030852304465,
anchor,dgp2,1200,10,10,5,9,selected,0.7901400200941223,0.04852004637400285,depth 2
anchor,dgp2,1200,10,10,5,9,oracle depth,,0.04845781802510386,
anchor,dgp2,1200,10,10,5,10,RF,0.697043852445821,0.06875891120575404,
anchor,dgp2,1200,10,10,5,10,tree,0.6876864580638513,0.05283974808467834,
anchor,dgp2,1200,10,10,5,10,depth 1,0.6880194507337868,0.05247043994486573,
anchor,dgp2,1200,10,10,5,10,depth 2,0.6853019499114404,0.05008009355602966,
anchor,dgp2,1200,10,10,5,10,depth 3,0.6835860739374056,0.048257476566798234,
anchor,dgp2,1200,10,10,5,10,selected,0.6876864580638513,0.05283974808467834,tree
anchor,dgp2,1200,10,10,5,10,oracle depth,,0.048257476566798234,
anchor,dgp2,1200,10,10,5,11,RF,0.688376038447744,0.057600271799817575,
anchor,dgp2,1200,10,10,5,11,tree,0.6785462704534815,0.044990274742066294,
anchor,dgp2,1200,10,10,5,11,depth 1,0.6759989697245532,0.04215448191411095,
anchor,dgp2,1200,10,10,5,11,depth 2,0.6736926638721288,0.04017959448296717,
anchor,dgp2,1200,10,10,5,11,depth 3,0.6744904786221202,0.04147212123910552,
anchor,dgp2,1200,10,10,5,11,selected,0.6736926638721288,0.04017959448296717,depth 2
anchor,dgp2,1200,10,10,5,11,oracle depth,,0.04017959448296717,
anchor,dgp2,1200,10,10,5,12,RF,0.8989063187820545,0.06824357143792291,
anchor,dgp2,1200,10,10,5,12,tree,0.8842928850907007,0.05555253908958173,
anchor,dgp2,1200,10,10,5,12,depth 1,0.8819061466544635,0.05331318540335813,
anchor,dgp2,1200,10,10,5,12,depth 2,0.880380765845753,0.05223876608115537,
anchor,dgp2,1200,10,10,5,12,depth 3,0.8799938052115366,0.05211842646221175,
anchor,dgp2,1200,10,10,5,12,selected,0.8819061466544635,0.05331318540335813,depth 1
anchor,dgp2,1200,10,10,5,12,oracle depth,,0.05211842646221175,
anchor,dgp2,1200,10,10,5,13,RF,0.7407137325911729,0.06354868125597594,
anchor,dgp2,1200,10,10,5,13,tree,0.727295048803695,0.04903278088117219,
anchor,dgp2,1200,10,10,5,13,depth 1,0.7242546880034316,0.045706945416173046,
anchor,dgp2,1200,10,10,5,13,depth 2,0.72306497731597,0.044288822102958966,
anchor,dgp2,1200,10,10,5,13,depth 3,0.7243608725578309,0.04482992216037707,
anchor,dgp2,1200,10,10,5,13,selected,0.7242546880034316,0.045706945416173046,depth 1
anchor,dgp2,1200,10,10,5,13,oracle depth,,0.044288822102958966,
anchor,dgp2,1200,10,10,5,14,RF,0.6771021214000019,0.060276338201664885,
anchor,dgp2,1200,10,10,5,14,tree,0.6572943870067456,0.04388586985898445,
anchor,dgp2,1200,10,10,5,14,depth 1,0.6561530495678785,0.041294534522526516,
anchor,dgp2,1200,10,10,5,14,depth 2,0.655848157220464,0.04014494343216912,
anchor,dgp2,1200,10,10,5,14,depth 3,0.656656450967556,0.04002670626824551,
anchor,dgp2,1200,10,10,5,14,selected,0.6561530495678785,0.041294534522526516,depth 1
anchor,dgp2,1200,10,10,5,14,oracle depth,,0.04002670626824551,
anchor,dgp2,1200,10,10,5,15,RF,0.7347540040281564,0.07735048005216498,
anchor,dgp2,1200,10,10,5,15,tree,0.7067099316233404,0.052142285118372246,
anchor,dgp2,1200,10,10,5,15,depth 1,0.7041743211297193,0.050115378755408634,
anchor,dgp2,1200,10,10,5,15,depth 2,0.7045069019719631,0.04997373894696078,
anchor,dgp2,1200,10,10,5,15,depth 3,0.7051176793946872,0.05171722085904561,
anchor,dgp2,1200,10,10,5,15,selected,0.7051176793946872,0.05171722085904561,depth 3
anchor,dgp2,1200,10,10,5,15,oracle depth,,0.04997373894696078,
anchor,dgp2,1200,10,10,5,16,RF,0.831625524759821,0.06255325560161573,
anchor,dgp2,1200,10,10,5,16,tree,0.8173127332156317,0.046684880781418796,
anchor,dgp2,1200,10,10,5,16,depth 1,0.8133554497794685,0.043717385574116106,
anchor,dgp2,1200,10,10,5,16,depth 2,0.8121130434021355,0.04257535515192791,
anchor,dgp2,1200,10,10,5,16,depth 3,0.8109644971288976,0.04163154599901555,
anchor,dgp2,1200,10,10,5,16,selected,0.8133554497794685,0.043717385574116106,depth 1
anchor,dgp2,1200,10,10,5,16,oracle depth,,0.04163154599901555,
anchor,dgp2,1200,10,10,5,17,RF,0.7203446780215788,0.07115925442516097,
anchor,dgp2,1200,10,10,5,17,tree,0.700282443983778,0.04949334997293937,
anchor,dgp2,1200,10,10,5,17,depth 1,0.6987532109264848,0.04710201340755932,
anchor,dgp2,1200,10,10,5,17,depth 2,0.6987364720542761,0.046448406720062604,
anchor,dgp2,1200,10,10,5,17,depth 3,0.7012031338119487,0.04784585725354163,
anchor,dgp2,1200,10,10,5,17,selected,0.7012031338119487,0.04784585725354163,depth 3
anchor,dgp2,1200,10,10,5,17,oracle depth,,0.046448406720062604,
anchor,dgp2,1200,10,10,5,18,RF,0.7325930673212342,0.0723721437100888,
anchor,dgp2,1200,10,10,5,18,tree,0.7037571503476151,0.04918833641837294,
anchor,dgp2,1200,10,10,5,18,depth 1,0.7031829656663104,0.04667472187634033,
anchor,dgp2,1200,10,10,5,18,depth 2,0.7033699144360895,0.04653455080822292,
anchor,dgp2,1200,10,10,5,18,depth 3,0.704022220578467,0.047389511086402866,
anchor,dgp2,1200,10,10,5,18,selected,0.7031829656663104,0.04667472187634033,depth 1
anchor,dgp2,1200,10,10,5,18,oracle depth,,0.04653455080822292,
anchor,dgp2,1200,10,10,5,19,RF,0.8897654757935977,0.05904985586297428,
anchor,dgp2,1200,10,10,5,19,tree,0.8736545553881503,0.04709093875072465,
anchor,dgp2,1200,10,10,5,19,depth 1,0.8719897540334114,0.0439882826890752,
anchor,dgp2,1200,10,10,5,19,depth 2,0.871844511721789,0.04370446763731554,
anchor,dgp2,1200,10,10,5,19,depth 3,0.8727841317552512,0.04410794479139451,
anchor,dgp2,1200,10,10,5,19,selected,0.8719897540334114,0.0439882826890752,depth 1
anchor,dgp2,1200,10,10,5,19,oracle depth,,0.04370446763731554,
anchor,dgp2,1200,10,500,5,0,RF,0.7652031696099459,0.02814565944183775,
anchor,dgp2,1200,10,500,5,0,tree,0.7582367542816318,0.02534189223004868,
anchor,dgp2,1200,10,500,5,0,depth 1,0.7571908635377644,0.02367721933119524,
anchor,dgp2,1200,10,500,5,0,depth 2,0.7567516822897399,0.022630240171830393,
anchor,dgp2,1200,10,500,5,0,depth 3,0.7574641564538465,0.022696082521293105,
anchor,dgp2,1200,10,500,5,0,selected,0.7574641564538465,0.022696082521293105,depth 3
anchor,dgp2,1200,10,500,5,0,oracle depth,,0.022630240171830393,
anchor,dgp2,1200,10,500,5,1,RF,0.6373014694475077,0.024577852589086863,
anchor,dgp2,1200,10,500,5,1,tree,0.633359834856335,0.025085406656213435,
anchor,dgp2,1200,10,500,5,1,depth 1,0.6324166352713794,0.022719040961575322,
anchor,dgp2,1200,10,500,5,1,depth 2,0.6320840688554518,0.02136957910449587,
anchor,dgp2,1200,10,500,5,1,depth 3,0.6321591073312991,0.020694274519897037,
anchor,dgp2,1200,10,500,5,1,selected,0.6321591073312991,0.020694274519897037,depth 3
anchor,dgp2,1200,10,500,5,1,oracle depth,,0.020694274519897037,
anchor,dgp2,1200,10,500,5,2,RF,0.7505740054205446,0.02658458578597695,
anchor,dgp2,1200,10,500,5,2,tree,0.7545159014795694,0.026798665876454453,
